,Título,Género,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio,Downloaded
183,Aguarda,Milonga,https://www.todotango.com/musica/tema/8372/Aguarda/,True,False,False,False,True
213,Al sur de todo el cielo,Milonga,https://www.todotango.com/musica/tema/3425/Al-sur-de-todo-el-cielo/,True,False,False,False,True
220,Alas rojas,Milonga,https://www.todotango.com/musica/tema/7270/Alas-rojas/,True,False,False,False,True
231,Alfombra roja,Milonga,https://www.todotango.com/musica/tema/9728/Alfombra-roja/,True,False,False,False,True
248,Allá por el año veinte,Milonga,https://www.todotango.com/musica/tema/6226/Alla-por-el-ano-veinte/,True,True,False,False,True
268,Alma porteña [b],Milonga,https://www.todotango.com/musica/tema/7246/Alma-portena-[b]/,True,True,False,False,True
272,Almafuerte,Milonga,https://www.todotango.com/musica/tema/5228/Almafuerte/,True,False,False,False,True
286,Amablemente,Milonga,https://www.todotango.com/musica/tema/1056/Amablemente/,True,False,True,True,
353,Andá que te cure Lola,Milonga,https://www.todotango.com/musica/tema/1386/Anda-que-te-cure-Lola/,True,True,False,False,True
386,Apología tanguera,Milonga,https://www.todotango.com/musica/tema/326/Apologia-tanguera/,True,True,True,True,
392,Apurada,Milonga,https://www.todotango.com/musica/tema/6903/Apurada/,True,False,False,False,True
397,Aquel conventiyo,Milonga,https://www.todotango.com/musica/tema/7477/Aquel-conventiyo/,True,False,False,False,True
408,Aquel Zorzal [b],Milonga,https://www.todotango.com/musica/tema/6340/Aquel-Zorzal-[b]/,True,False,False,False,True
421,Aquí estoy,Milonga,https://www.todotango.com/musica/tema/1335/Aqui-estoy/,True,False,False,False,True
425,Aquí me pongo a cantar,Milonga,https://www.todotango.com/musica/tema/4795/Aqui-me-pongo-a-cantar/,True,False,False,False,True
435,Arañando la puerta,Milonga,https://www.todotango.com/musica/tema/6372/Aranando-la-puerta/,True,False,False,False,True
447,Arrabal [b],Milonga,https://www.todotango.com/musica/tema/273/Arrabal-[b]/,True,False,False,False,
469,Así fui yo,Milonga,https://www.todotango.com/musica/tema/2152/Asi-fui-yo/,True,False,False,True,
520,Azabache,Milonga,https://www.todotango.com/musica/tema/334/Azabache/,True,True,False,True,
521,"Azúcar, pimienta y sal",Milonga,https://www.todotango.com/musica/tema/922/Azucar-pimienta-y-sal/,True,True,True,True,
559,Baldosa floja,Milonga,https://www.todotango.com/musica/tema/1392/Baldosa-floja/,True,True,True,True,
581,Barbijos,Milonga,https://www.todotango.com/musica/tema/7670/Barbijos/,True,False,False,True,
602,Barrio viejo del ochenta,Milonga,https://www.todotango.com/musica/tema/1154/Barrio-viejo-del-ochenta/,True,False,False,False,
625,Beso en el mar,Milonga,https://www.todotango.com/musica/tema/7454/Beso-en-el-mar/,True,False,False,False,True
626,Beso gaucho,Milonga,https://www.todotango.com/musica/tema/6364/Beso-gaucho/,True,True,False,False,True
632,Betinoti,Milonga,https://www.todotango.com/musica/tema/227/Betinoti/,True,True,True,True,
633,Biaba,Milonga,https://www.todotango.com/musica/tema/1083/Biaba/,True,False,False,False,True
639,Bien criolla y bien porteña,Milonga,https://www.todotango.com/musica/tema/335/Bien-criolla-y-bien-portena/,True,True,True,True,
670,Boliche El Cuco,Milonga,https://www.todotango.com/musica/tema/2259/Boliche-El-Cuco/,True,False,False,True,
705,Buenos Aires Imposible,Milonga,https://www.todotango.com/musica/tema/3379/Buenos-Aires-Imposible/,True,False,False,False,True
755,Cadena perpetua,Milonga,https://www.todotango.com/musica/tema/6409/Cadena-perpetua/,True,True,False,False,True
828,Campaneando mi pasado,Milonga,https://www.todotango.com/musica/tema/1277/Campaneando-mi-pasado/,True,False,False,False,True
832,Campo afuera,Milonga,https://www.todotango.com/musica/tema/2664/Campo-afuera/,True,True,False,True,
836,Canción agreste (El milongón),Milonga,https://www.todotango.com/musica/tema/2079/Cancion-agreste-El-milongon/,True,True,False,False,True
843,Canción de las venusinas,Milonga,https://www.todotango.com/musica/tema/2330/Cancion-de-las-venusinas/,True,False,False,False,True
855,Canción porteña,Milonga,https://www.todotango.com/musica/tema/6392/Cancion-portena/,True,True,False,False,True
861,Candombe blanco,Milonga,https://www.todotango.com/musica/tema/1414/Candombe-blanco/,True,False,False,False,True
865,Candombe oriental,Milonga,https://www.todotango.com/musica/tema/6594/Candombe-oriental/,True,True,False,False,True
879,Cantándole a Tata Dios,Milonga,https://www.todotango.com/musica/tema/3574/Cantandole-a-Tata-Dios/,True,False,False,False,True
891,Canto de noche y llovizna,Milonga,https://www.todotango.com/musica/tema/6568/Canto-de-noche-y-llovizna/,True,True,False,False,True
899,Cantores y guitarras,Milonga,https://www.todotango.com/musica/tema/1854/Cantores-y-guitarras/,True,False,False,False,True
913,Caracoleando,Milonga,https://www.todotango.com/musica/tema/3761/Caracoleando/,True,False,False,False,True
915,Caran ca fún,Milonga,https://www.todotango.com/musica/tema/4162/Caran-ca-fun/,True,False,False,False,True
919,Cargamento,Milonga,https://www.todotango.com/musica/tema/2870/Cargamento/,True,False,False,False,True
943,Carnavalera,Milonga,https://www.todotango.com/musica/tema/843/Carnavalera/,True,False,False,False,True
953,Carta a Rosaura,Milonga,https://www.todotango.com/musica/tema/5888/Carta-a-Rosaura/,True,False,False,False,True
997,Certificao,Milonga,https://www.todotango.com/musica/tema/3422/Certificao/,True,True,False,True,
1009,Chaparrón,Milonga,https://www.todotango.com/musica/tema/1005/Chaparron/,True,True,False,False,True
1016,Chatita color celeste,Milonga,https://www.todotango.com/musica/tema/1084/Chatita-color-celeste/,True,False,False,False,True
1043,Chinonga,Milonga,https://www.todotango.com/musica/tema/8866/Chinonga/,True,True,False,False,True
1054,Choripán,Milonga,https://www.todotango.com/musica/tema/6548/Choripan/,True,False,False,True,
1057,Chunga que no chunga que sí,Milonga,https://www.todotango.com/musica/tema/6434/Chunga-que-no-chunga-que-si/,True,True,False,False,True
1060,Chuzas,Milonga,https://www.todotango.com/musica/tema/3955/Chuzas/,True,True,False,True,
1068,Cien guitarras,Milonga,https://www.todotango.com/musica/tema/2874/Cien-guitarras/,True,False,False,True,
1071,Cimarrón de ausencia,Milonga,https://www.todotango.com/musica/tema/3419/Cimarron-de-ausencia/,True,False,False,False,True
1078,Ciudad de ciegos,Milonga,https://www.todotango.com/musica/tema/7969/Ciudad-de-ciegos/,True,False,False,False,True
1083,Ciudad trampa,Milonga,https://www.todotango.com/musica/tema/7182/Ciudad-trampa/,True,True,False,False,True
1086,Ciudadela,Milonga,https://www.todotango.com/musica/tema/6818/Ciudadela/,True,False,False,False,True
1091,Clavel,Milonga,https://www.todotango.com/musica/tema/6744/Clavel/,True,False,False,False,True
1097,Cobrate y dame el vuelto,Milonga,https://www.todotango.com/musica/tema/2159/Cobrate-y-dame-el-vuelto/,True,False,False,False,True
1108,Cometa Halley,Milonga,https://www.todotango.com/musica/tema/8079/Cometa-Halley/,True,False,False,False,True
1128,Como las arañas,Milonga,https://www.todotango.com/musica/tema/8889/Como-las-aranas/,True,False,False,False,True
1140,Como perro en cancha ´e bochas,Milonga,https://www.todotango.com/musica/tema/1000/Como-perro-en-cancha-e-bochas/,True,False,False,False,True
1147,Como si nada,Milonga,https://www.todotango.com/musica/tema/7449/Como-si-nada/,True,False,False,False,True
1148,Como sombras en un río,Milonga,https://www.todotango.com/musica/tema/7061/Como-sombras-en-un-rio/,True,False,False,False,True
1149,Como tocando tu ausencia,Milonga,https://www.todotango.com/musica/tema/6034/Como-tocando-tu-ausencia/,True,False,False,False,True
1156,Compadreando,Milonga,https://www.todotango.com/musica/tema/1028/Compadreando/,True,True,False,False,True
1163,Con - jugando,Milonga,https://www.todotango.com/musica/tema/5932/Con---jugando/,True,False,False,False,True
1166,Con alma y vida [b],Milonga,https://www.todotango.com/musica/tema/744/Con-alma-y-vida-[b]/,True,False,False,True,
1171,Con esa luz,Milonga,https://www.todotango.com/musica/tema/6349/Con-esa-luz/,True,False,False,False,True
1173,Con flauta y guitarra,Milonga,https://www.todotango.com/musica/tema/6167/Con-flauta-y-guitarra/,True,False,False,False,True
